Akt1,11651,mmu-miR-21a-5p,MIMAT0000530,transmir,Experimental,High
Npas2,18143,Per3,18628,kegg,Kegg,string,Experimental,High
Npas2,18143,Per1,18626,kegg,Kegg,string,Experimental,High
Npas2,18143,Per2,18627,kegg,Kegg,string,Experimental,High
Npas2,18143,Cry1,12952,kegg,Kegg,string,Experimental,High
Npas2,18143,Bhlhe41,79362,kegg,Experimental,High
Nr0b2,23957,Slc10a1,20493,kegg,string,Experimental,High
Nr0b2,23957,Cyp7a1,13122,kegg,string,Experimental,High
Nr0b2,23957,Slco1a4,28250,kegg,Experimental,High
Nr0b2,23957,Slco1b2,28253,kegg,Experimental,High
Nr0b2,23957,Slco1a6,28254,kegg,Experimental,High
Nr0b2,23957,Slco1a5,108096,kegg,Experimental,High
Nr0b2,23957,Slco1a1,28248,kegg,Experimental,High
Nr1d1,217166,Arntl,11865,kegg,Experimental,High
Nr1h4,20186,Ostb,330962,kegg,Experimental,High
Nr1h4,20186,Abcb11,27413,kegg,Experimental,High
Nr1h4,20186,Osta,106407,kegg,Experimental,High
Nr1h4,20186,Abcb4,18670,kegg,Experimental,High
Nr1h4,20186,Abcc2,12780,kegg,Experimental,High
Nr1h4,20186,Nr0b2,23957,kegg,string,Experimental,High
Nr3c2,110784,Sgk1,20393,kegg,Experimental,High
Nr3c2,110784,Fxyd4,108017,kegg,Experimental,High
Nr3c2,110784,Atp1a1,11928,kegg,Experimental,High
Nr3c2,110784,Atp1b1,11931,kegg,Experimental,High
Nr3c2,110784,Atp1b2,11932,kegg,Experimental,High
Nr3c2,110784,Atp1b3,11933,kegg,Experimental,High
Nr3c2,110784,Fxyd2,11936,kegg,Experimental,High
Nr3c2,110784,Kras,16653,kegg,Experimental,High
Nr3c2,110784,Scnn1a,20276,kegg,Experimental,High
Nr3c2,110784,Scnn1b,20277,kegg,Experimental,High
Nr3c2,110784,Scnn1g,20278,kegg,Experimental,High
Nr3c2,110784,Atp1a3,232975,kegg,Experimental,High
Nr3c2,110784,Atp1a4,27222,kegg,Experimental,High
Nr3c2,110784,Atp1b4,67821,kegg,Experimental,High
Nr3c2,110784,Atp1a2,98660,kegg,Experimental,High
Onecut1,15379,Neurog3,11925,kegg,Experimental,High
Onecut1,15379,Pdx1,18609,kegg,Experimental,High
Onecut1,15379,Hnf1b,21410,kegg,Experimental,High
Pax1,18503,Slc22a6,18399,tred,Experimental,High
Pax1,18503,Prkar1b,19085,tred,Experimental,High
Pax1,18503,Slc22a8,19879,tred,Experimental,High
Pax1,18503,Mmp21,214766,tred,Experimental,High
Pax2,18504,Wt1,22431,tred,Experimental,High
Pax2,18504,Wnt1,22408,tred,Experimental,High
Pax2,18504,Crhr1,12921,tred,Experimental,High
Pax2,18504,En2,13799,tred,Experimental,High
Pax2,18504,Gcg,14526,tred,string,Experimental,High
Pax2,18504,Pax5,18507,tred,Experimental,High
Pax2,18504,Rb1,19645,tred,biogrid,Experimental,High
Pax2,18504,Sfrp2,20319,tred,Experimental,High
Pax3,18505,Met,17295,tred,Experimental,High
Pax3,18505,Bmp4,12159,tred,Experimental,High
Pax3,18505,Mcm5,17218,tred,Experimental,High
Pax3,18505,Myod1,17927,tred,string,Experimental,High
Pax5,18507,Bik,12124,tred,Experimental,High
Pax5,18507,Blk,12143,tred,Experimental,High
Pax5,18507,Rag2,19374,tred,Experimental,High
Pax5,18507,Vpreb1,22362,tred,Experimental,High
Pax6,18508,Tff3,21786,tred,Experimental,High
Pax6,18508,Gck,103988,kegg,Experimental,High
Pax6,18508,Cryaa,12954,tred,Experimental,High
Pax6,18508,Crybb1,12960,tred,Experimental,High
Pax6,18508,Crybb2,12961,tred,Experimental,High
Pax6,18508,Crygf,12969,tred,Experimental,High
Pax6,18508,Iapp,15874,kegg,Experimental,High
Pax6,18508,Ins1,16333,kegg,Experimental,High
Pax6,18508,Ins2,16334,kegg,Experimental,High
Pax6,18508,L1cam,16728,tred,Experimental,High
Pax6,18508,Mitf,17342,tred,biogrid,Experimental,High
Pax6,18508,Mmp9,17395,tred,Experimental,High
Pax6,18508,Palm,18483,tred,Experimental,High
Pax6,18508,Pdx1,18609,kegg,Experimental,High
Pax8,18510,Ncam1,17967,tred,Experimental,High
Pax8,18510,Wbp2,22378,tred,Experimental,High
Pax8,18510,Slc5a5,114479,tred,Experimental,High
Pax8,18510,Nkx2-1,21869,tred,biogrid,string,Experimental,High
Pdx1,18609,Nr5a2,26424,kegg,Experimental,High
Pdx1,18609,Nkx6-1,18096,kegg,Experimental,High
Pdx1,18609,Ins2,16334,kegg,Experimental,High
Pdx1,18609,Ins1,16333,kegg,Experimental,High
Pdx1,18609,Hnf4a,15378,kegg,Experimental,High
Ped,110340,mmu-miR-125a-5p,MIMAT0000135,transmir,Experimental,High
Pgr,18667,Abcb1b,18669,tred,Experimental,High
Pias2,17344,Cdkn2b,12579,kegg,Experimental,High
Pml,18854,Ccna1,12427,kegg,Experimental,High
Pml,18854,Jup,16480,kegg,Experimental,High
Pou2f1,18986,Cdx2,12591,tred,Experimental,High
Pou2f1,18986,Fgf4,14175,tred,Experimental,High
Pou2f1,18986,Enpep,13809,tred,Experimental,High
Pou2f1,18986,Des,13346,tred,Experimental,High
Pou2f1,18986,Csn2,12991,tred,Experimental,High
Pou2f1,18986,Cited1,12705,tred,Experimental,High
Pou2f1,18986,Cd79a,12518,tred,Experimental,High
Pou2f1,18986,Ccnd1,12443,ucsc,tred,Experimental,High
Pou2f1,18986,C4b,12268,tred,Experimental,High
Pou2f1,18986,Bdkrb1,12061,tred,Experimental,High
Pou2f1,18986,Crisp1,11571,tred,Experimental,High
Pou2f1,18986,Parp2,11546,tred,Experimental,High
Pou2f1,18986,mmu-let-7g-5p,MIMAT0000121,transmir,ucsc,Experimental,High
Pou2f1,18986,Abl1,11350,ucsc,tred,Experimental,High
Pou2f1,18986,Hmgb2,97165,tred,Experimental,High
Pou2f1,18986,Lcn8,78076,tred,Experimental,High
Pou2f1,18986,Myh10,77579,tred,Experimental,High
Pou2f1,18986,Nif3l1,65102,tred,Experimental,High
Pou2f1,18986,C4a,625018,tred,Experimental,High
Pou2f1,18986,Rdh7,54150,tred,Experimental,High
Pou2f1,18986,Snrpa,53607,tred,Experimental,High
Pou2f1,18986,Thrb,21834,tred,Experimental,High
Pou2f1,18986,Snrpb,20638,tred,Experimental,High
Pou2f1,18986,Sfpi1,20375,tred,Experimental,High
Pou2f1,18986,Rel,19696,tred,Experimental,High
Pou2f1,18986,Prkar1b,19085,tred,Experimental,High
Pou2f1,18986,Pou2af1,18985,tred,Experimental,High
Pou2f1,18986,Prrx1,18933,ucsc,tred,Experimental,High
Pou2f1,18986,Nos2,18126,tred,Experimental,High
Pou2f1,18986,Myf5,17877,tred,Experimental,High
Pou2f1,18986,Kit,16590,tred,Experimental,High
Pou2f1,18986,Jund,16478,tred,Experimental,High
Pou2f1,18986,Il5,16191,tred,Experimental,High
Pou2f1,18986,Il2,16183,tred,Experimental,High
Pou2f1,18986,Cd79b,15985,tred,Experimental,High
Pou2f1,18986,Nr3c1,14815,tred,biogrid,Experimental,High
Pou2f1,18986,Gnrhr,14715,tred,Experimental,High
Pou2f1,18986,Fgl2,14190,tred,Experimental,High
Pou2f1,18986,Fgfr1,14182,tred,Experimental,High
Pou2f2,18987,Hmgb2,97165,tred,Experimental,High
Pou3f1,18991,Hmgb2,97165,tred,Experimental,High
Pou3f1,18991,Abl1,11350,tred,Experimental,High
Pou3f2,18992,Tnc,21923,tred,Experimental,High
Pou3f2,18992,Cited1,12705,tred,Experimental,High
Pou3f2,18992,Serpine2,20720,tred,Experimental,High
Pou3f3,18993,Serpine2,20720,tred,Experimental,High
Pou5f1,18999,Hmgb2,97165,tred,Experimental,High
Pou5f1,18999,mmu-miR-302a-3p,MIMAT0000380,transmir,Experimental,High
Pou5f1,18999,mmu-miR-302d-3p,MIMAT0003377,transmir,Experimental,High
Pou5f1,18999,mmu-miR-302b-3p,MIMAT0003374,transmir,Experimental,High
Pou5f1,18999,mmu-miR-302c-3p,MIMAT0003376,transmir,Experimental,High
Ppara,19013,Cyp4a31,666168,kegg,Experimental,High
Ppara,19013,Cyp4a32,100040843,kegg,Experimental,High
Ppara,19013,Acadm,11364,kegg,Experimental,High
Ppara,19013,Acaa1a,113868,kegg,Experimental,High
Ppara,19013,Acox1,11430,tred,kegg,Experimental,High
Ppara,19013,Aip,11632,tred,Experimental,High
Ppara,19013,Apoa1,11806,kegg,Experimental,High
Ppara,19013,Apoa2,11807,tred,kegg,Experimental,High
Ppara,19013,Apoc3,11814,kegg,Experimental,High
Ppara,19013,Cebpb,12608,tred,Experimental,High
Ppara,19013,Abcc2,12780,tred,Experimental,High
Ppara,19013,Cpt1a,12894,kegg,Experimental,High
Ppara,19013,Cpt1b,12895,kegg,Experimental,High
Ppara,19013,Cpt2,12896,kegg,Experimental,High
Ppara,19013,Cyp4a10,13117,kegg,Experimental,High
Ppara,19013,Cyp4a12b,13118,kegg,Experimental,High
Ppara,19013,Cyp4a14,13119,kegg,Experimental,High
Ppara,19013,Cyp7a1,13122,tred,kegg,Experimental,High
Ppara,19013,Cyp8b1,13124,ucsc,kegg,Experimental,High
Ppara,19013,Dbi,13167,kegg,Experimental,High
Ppara,19013,Fabp1,14080,tred,kegg,biogrid,Experimental,High
Ppara,19013,Acsl1,14081,tred,kegg,Experimental,High
Ppara,19013,Gata3,14462,tred,biogrid,Experimental,High
Ppara,19013,Hmgcs2,15360,kegg,Experimental,High
Ppara,19013,Hsd11b1,15483,tred,Experimental,High
Ppara,19013,Hsp90ab1,15516,tred,Experimental,High
Ppara,19013,Lpl,16956,tred,kegg,Experimental,High
Ppara,19013,Mmp3,17392,tred,Experimental,High
Ppara,19013,Me1,17436,kegg,Experimental,High
Ppara,19013,Cited2,17684,tred,Experimental,High
Ppara,19013,Mttp,17777,tred,Experimental,High
Ppara,19013,Nfkb1,18033,tred,Experimental,High
Ppara,19013,Nfkbia,18035,tred,Experimental,High
Ppara,19013,Pltp,18830,tred,kegg,Experimental,High
Ppara,19013,Med1,19014,tred,Experimental,High
Ppara,19013,Scd1,20249,tred,kegg,Experimental,High
Ppara,19013,Scd2,20250,kegg,Experimental,High
Ppara,19013,Scp2,20280,kegg,Experimental,High
Ppara,19013,Slc22a1,20517,tred,Experimental,High
Ppara,19013,Scarb1,20778,tred,Experimental,High
Ppara,19013,Acsl6,216739,kegg,Experimental,High
Ppara,19013,Ucp1,22227,kegg,Experimental,High
Ppara,19013,Ucp3,22229,tred,Experimental,High
Ppara,19013,Nr1h3,22259,kegg,Experimental,High
Ppara,19013,Cyp4a29-ps,230639,kegg,Experimental,High
Ppara,19013,Acaa1b,235674,kegg,Experimental,High
Ppara,19013,Nox1,237038,tred,Experimental,High
Ppara,19013,Apob,238055,tred,Experimental,High
Ppara,19013,Slc27a1,26457,tred,kegg,Experimental,High
Ppara,19013,Slc27a4,26569,kegg,Experimental,High
Ppara,19013,Mecr,26922,ucsc,tred,Experimental,High
Ppara,19013,Pdk4,27273,tred,Experimental,High
Ppara,19013,Cyp4a12a,277753,kegg,Experimental,High
Ppara,19013,Dhrs4,28200,tred,Experimental,High
Ppara,19013,Scd3,30049,kegg,Experimental,High
Ppara,19013,Acsbg2,328845,kegg,Experimental,High
Ppara,19013,Scd4,329065,kegg,Experimental,High
Ppara,19013,Acsl5,433256,kegg,Experimental,High
Ppara,19013,Cyp4a30b-ps,435802,kegg,Experimental,High
Ppara,19013,Acsl4,50790,kegg,Experimental,High
Ppara,19013,Fads2,56473,kegg,Experimental,High
Ppara,19013,Angptl4,57875,tred,kegg,Experimental,High
Ppara,19013,Aurkaip1,66077,tred,Experimental,High
Ppara,19013,Apoa5,66113,kegg,Experimental,High
Ppara,19013,Ehhadh,74147,kegg,Experimental,High
Ppara,19013,Acsl3,74205,kegg,Experimental,High
Ppara,19013,Cpt1c,78070,kegg,Experimental,High
Ppara,19013,Acox3,80911,kegg,Experimental,High
Ppara,19013,Acox2,93732,kegg,Experimental,High
Ppara,19013,Acsbg1,94180,kegg,Experimental,High
Ppard,19015,Acox2,93732,kegg,Experimental,High
Ppard,19015,Acadl,11363,kegg,Experimental,High
Ppard,19015,Acox1,11430,kegg,Experimental,High
Ppard,19015,Cpt1a,12894,kegg,Experimental,High
Ppard,19015,Cpt1b,12895,kegg,Experimental,High
Ppard,19015,Fabp3,14077,kegg,Experimental,High
Ppard,19015,Ilk,16202,kegg,Experimental,High
Ppard,19015,Lpl,16956,kegg,Experimental,High
Ppard,19015,Pdpk1,18607,kegg,Experimental,High
Ppard,19015,Ncor2,20602,tred,Experimental,High
Ppard,19015,Ubc,22190,kegg,Experimental,High
Ppard,19015,Ucp1,22227,kegg,Experimental,High
Ppard,19015,Angptl4,57875,kegg,Experimental,High
Ppard,19015,Cpt1c,78070,kegg,Experimental,High
Ppard,19015,Acox3,80911,kegg,Experimental,High
Pparg,19016,mmu-miR-378a-3p,MIMAT0003151,transmir,ucsc,Experimental,High
Pparg,19016,Scd4,329065,kegg,Experimental,High
Pparg,19016,Acsbg2,328845,kegg,Experimental,High
Pparg,19016,Scd3,30049,kegg,Experimental,High
Pparg,19016,Pdk4,27273,tred,Experimental,High
Pparg,19016,Slc27a4,26569,kegg,Experimental,High
Pparg,19016,Slc27a1,26457,tred,kegg,Experimental,High
Pparg,19016,Tmem159,233806,tred,Experimental,High
Pparg,19016,Slc26a1,231583,tred,Experimental,High
Pparg,19016,Nr1h3,22259,ucsc,tred,kegg,string,Experimental,High
Pparg,19016,Ucp3,22229,tred,Experimental,High
Pparg,19016,Ucp2,22228,tred,Experimental,High
Pparg,19016,Ucp1,22227,tred,kegg,intact,Experimental,High
Pparg,19016,Sumo1,22218,tred,Experimental,High
Pparg,19016,Rarb,218772,tred,Experimental,High
Pparg,19016,Acsl6,216739,ucsc,kegg,Experimental,High
Pparg,19016,Scarb1,20778,tred,string,Experimental,High
Pparg,19016,Slc22a1,20517,tred,Experimental,High
Pparg,19016,Sorbs1,20411,kegg,Experimental,High
Pparg,19016,Scd2,20250,kegg,string,Experimental,High
Pparg,19016,Scd1,20249,tred,kegg,Experimental,High
Pparg,19016,Sat1,20229,tred,Experimental,High
Pparg,19016,Ptgs2,19225,tred,string,Experimental,High
Pparg,19016,Ptger2,19217,tred,Experimental,High
Pparg,19016,Scand1,19018,tred,Experimental,High
Pparg,19016,Ppargc1a,19017,tred,biogrid,string,Experimental,High
Pparg,19016,Med1,19014,tred,string,Experimental,High
Pparg,19016,Pltp,18830,tred,Experimental,High
Pparg,19016,Pex11a,18631,tred,Experimental,High
Pparg,19016,Pck1,18534,ucsc,kegg,string,Experimental,High
Pparg,19016,Nos2,18126,tred,Experimental,High
Pparg,19016,Nfkb1,18033,tred,Experimental,High
Pparg,19016,Ncoa1,17977,tred,Experimental,High
Pparg,19016,Mmp3,17392,tred,Experimental,High
Pparg,19016,Lpl,16956,ucsc,tred,kegg,string,Experimental,High
Pparg,19016,Fabp5,16592,tred,Experimental,High
Pparg,19016,Il4,16189,tred,Experimental,High
Pparg,19016,Hgf,15234,tred,Experimental,High
Pparg,19016,Gyk,14933,kegg,Experimental,High
Pparg,19016,Gk2,14626,kegg,Experimental,High
Pparg,19016,Gata3,14462,tred,Experimental,High
Pparg,19016,Fn1,14268,tred,Experimental,High
Pparg,19016,Acsl1,14081,tred,kegg,Experimental,High
Pparg,19016,Fabp2,14079,tred,Experimental,High
Pparg,19016,Egr1,13653,tred,Experimental,High
Pparg,19016,Dbi,13167,tred,Experimental,High
Pparg,19016,Cpt1b,12895,ucsc,kegg,Experimental,High
Pparg,19016,Cpt1a,12894,kegg,Experimental,High
Pparg,19016,Cd36,12491,kegg,string,Experimental,High
Pparg,19016,Casp3,12367,tred,Experimental,High
Pparg,19016,Bcl2,12043,tred,Experimental,High
Pparg,19016,Atp2a2,11938,tred,Experimental,High
Pparg,19016,Aqp7,11832,kegg,Experimental,High
Pparg,19016,Apoe,11816,tred,Experimental,High
Pparg,19016,Fabp4,11770,tred,kegg,string,Experimental,High
Pparg,19016,Adipoq,11450,kegg,string,Experimental,High
Pparg,19016,Acox1,11430,tred,Experimental,High
Pparg,19016,Acaa1a,113868,tred,Experimental,High
Pparg,19016,Abcg1,11307,tred,Experimental,High
Pparg,19016,Olr1,108078,kegg,Experimental,High
Pparg,19016,Cyp27a1,104086,kegg,Experimental,High
Pparg,19016,Plin1,103968,kegg,string,Experimental,High
Pparg,19016,mmu-miR-182-5p,MIMAT0000211,transmir,Experimental,High
Pparg,19016,mmu-miR-183-5p,MIMAT0000212,transmir,Experimental,High
Pparg,19016,mmu-miR-205-5p,MIMAT0000238,transmir,ucsc,Experimental,High
Pparg,19016,mmu-miR-96-5p,MIMAT0000541,transmir,Experimental,High
Pparg,19016,mmu-miR-103-3p,MIMAT0000546,transmir,Experimental,High
Pparg,19016,mmu-miR-148b-3p,MIMAT0000580,transmir,Experimental,High
Pparg,19016,mmu-miR-378a-5p,MIMAT0000742,transmir,ucsc,Experimental,High
Pparg,19016,Acsbg1,94180,kegg,Experimental,High
Pparg,19016,Mmp1b,83996,kegg,Experimental,High
Pparg,19016,Mmp1a,83995,kegg,Experimental,High
Pparg,19016,C1qtnf3,81799,tred,Experimental,High
Pparg,19016,Cpt1c,78070,kegg,Experimental,High
Pparg,19016,Senp2,75826,tred,Experimental,High
Pparg,19016,Pck2,74551,kegg,Experimental,High
Pparg,19016,Acsl3,74205,kegg,Experimental,High
Pparg,19016,Paqr7,71904,tred,Experimental,High
Pparg,19016,Bcmo1,63857,tred,Experimental,High
Pparg,19016,Angptl4,57875,tred,kegg,Experimental,High
Pparg,19016,Plin4,57435,tred,Experimental,High
Pparg,19016,Acsl4,50790,kegg,Experimental,High
Pparg,19016,Acsl5,433256,kegg,Experimental,High
Rapgef3,223864,mmu-miR-124-3p,MIMAT0000134,transmir,Experimental,High
Rara,19401,Hoxa4,15401,tred,Experimental,High
Rara,19401,Hoxa1,15394,tred,Experimental,High
Rara,19401,H1f0,14958,tred,Experimental,High
Rara,19401,Flii,14248,tred,Experimental,High
Rara,19401,Fli1,14247,tred,Experimental,High
Rara,19401,Cryab,12955,tred,Experimental,High
Rara,19401,Col1a2,12843,tred,Experimental,High
Rara,19401,Chat,12647,tred,Experimental,High
Rara,19401,Ccna1,12427,kegg,Experimental,High
Rara,19401,Ctnnb1,12387,tred,Experimental,High
Rara,19401,Aldh1a1,11668,tred,Experimental,High
Rara,19401,Grip1,74053,tred,biogrid,Experimental,High
Rara,19401,Rqcd1,58184,tred,Experimental,High
Rara,19401,Lgals12,56072,tred,Experimental,High
Rara,19401,Sh2d3c,27387,tred,Experimental,High
Rara,19401,Ucp1,22227,tred,Experimental,High
Rara,19401,Trh,22044,tred,Experimental,High
Rara,19401,Nr2c1,22025,tred,Experimental,High
Rara,19401,Nkx2-1,21869,tred,Experimental,High
Rara,19401,Tgm2,21817,tred,Experimental,High
Rara,19401,Tgm1,21816,tred,Experimental,High
Rara,19401,Tgfbr3,21814,tred,Experimental,High
Rara,19401,Slc18a3,20508,tred,Experimental,High
Rara,19401,Scd1,20249,tred,Experimental,High
Rara,19401,Rbp2,19660,tred,Experimental,High
Rara,19401,Rara,19401,tred,Experimental,High
Rara,19401,Pthlh,19227,tred,Experimental,High
Rara,19401,Psmc5,19184,tred,Experimental,High
Rara,19401,Pou5f1,18999,tred,Experimental,High
Rara,19401,Etv4,18612,tred,Experimental,High
Rara,19401,Pcp2,18545,tred,Experimental,High
Rara,19401,Nsd1,18193,tred,Experimental,High
Rara,19401,Ngfr,18053,tred,Experimental,High
Rara,19401,Ncoa2,17978,tred,Experimental,High
Rara,19401,Mdk,17242,tred,Experimental,High
Rara,19401,Lamb1,16777,tred,Experimental,High
Rara,19401,Jup,16480,kegg,Experimental,High
Rara,19401,Hoxa5,15402,tred,Experimental,High
Rara,19401,Hoxb1,15407,tred,Experimental,High
Rarb,218772,Npdc1,18146,tred,Experimental,High
Rarb,218772,H1f0,14958,tred,Experimental,High
Rarb,218772,Flii,14248,tred,Experimental,High
Rarb,218772,Fli1,14247,tred,Experimental,High
Rarb,218772,Fas,14102,tred,Experimental,High
Rarb,218772,Cryab,12955,tred,Experimental,High
Rarb,218772,Col1a2,12843,tred,Experimental,High
Rarb,218772,Ctnnb1,12387,tred,Experimental,High
Rarb,218772,Ucp1,22227,tred,Experimental,High
Rarb,218772,Lgals12,56072,tred,Experimental,High
Rarb,218772,Rqcd1,58184,tred,Experimental,High
Rarb,218772,Grip1,74053,tred,Experimental,High
Rarb,218772,Trh,22044,tred,Experimental,High
Rarb,218772,Pck1,18534,tred,Experimental,High
Rarb,218772,Pcp2,18545,tred,Experimental,High
Rarb,218772,Pou5f1,18999,tred,Experimental,High
Rarb,218772,Rara,19401,tred,Experimental,High
Rarb,218772,Scd1,20249,tred,Experimental,High
Rarb,218772,Tgfbr3,21814,tred,Experimental,High
Rarb,218772,Tgm1,21816,tred,Experimental,High
Rarb,218772,Tgm2,21817,tred,Experimental,High
Rarb,218772,Nkx2-1,21869,tred,Experimental,High
Rarb,218772,Rarb,218772,tred,Experimental,High
Rarb,218772,Jun,16476,tred,Experimental,High
Rarb,218772,Lamb1,16777,tred,Experimental,High
Rarb,218772,Mdk,17242,tred,Experimental,High
Rarb,218772,Ncoa2,17978,tred,Experimental,High
Rarb,218772,Hoxa1,15394,tred,Experimental,High
Rarg,19411,Pcp2,18545,tred,Experimental,High
Rarg,19411,Ctnnb1,12387,tred,Experimental,High
Rarg,19411,Col1a2,12843,tred,Experimental,High
Rarg,19411,Cryab,12955,tred,Experimental,High
Rarg,19411,Cyp26a1,13082,tred,Experimental,High
Rarg,19411,Fas,14102,tred,Experimental,High
Rarg,19411,Fli1,14247,tred,Experimental,High
Rarg,19411,Flii,14248,tred,Experimental,High
Rarg,19411,H1f0,14958,tred,Experimental,High
Rarg,19411,Hoxb1,15407,tred,Experimental,High
Rarg,19411,Hoxb4,15412,tred,Experimental,High
Rarg,19411,Hoxd4,15436,tred,Experimental,High
Rarg,19411,Lamb1,16777,tred,Experimental,High
Rarg,19411,Mdk,17242,tred,Experimental,High
Rarg,19411,Ncoa2,17978,tred,Experimental,High
Rarg,19411,Pou5f1,18999,tred,Experimental,High
Rarg,19411,Rara,19401,tred,Experimental,High
Rarg,19411,Scd1,20249,tred,Experimental,High
Rarg,19411,Tgfbr3,21814,tred,Experimental,High
Rarg,19411,Tgm1,21816,tred,Experimental,High
Rarg,19411,Tgm2,21817,tred,Experimental,High
Rarg,19411,Nkx2-1,21869,tred,Experimental,High
Rarg,19411,Trh,22044,tred,Experimental,High
Rarg,19411,Ucp1,22227,tred,Experimental,High
Rarg,19411,Lgals12,56072,tred,Experimental,High
Rarg,19411,Rqcd1,58184,tred,Experimental,High
Rarg,19411,Grip1,74053,tred,Experimental,High
Rbl1,19650,Myc,17869,kegg,Experimental,High
Rbpj,19664,Ptcra,19208,kegg,Experimental,High
Rbpj,19664,Myc,17869,kegg,Experimental,High
Rbpj,19664,Hes5,15208,kegg,string,Experimental,High
Rbpj,19664,Hes1,15205,kegg,Experimental,High
Rbpj,19664,Fgr,14191,kegg,Experimental,High
Rbpj,19664,Fcer2a,14128,kegg,Experimental,High
Rbpj,19664,Cr2,12902,kegg,Experimental,High
Rbpjl,19668,Myc,17869,kegg,Experimental,High
Rbpjl,19668,Cr2,12902,kegg,Experimental,High
Rbpjl,19668,Fcer2a,14128,kegg,Experimental,High
Rbpjl,19668,Fgr,14191,kegg,Experimental,High
Rbpjl,19668,Hes1,15205,kegg,Experimental,High
Rbpjl,19668,Hes5,15208,kegg,Experimental,High
Rbpjl,19668,Ptcra,19208,kegg,Experimental,High
Rel,19696,Tnf,21926,tred,string,Experimental,High
Rel,19696,Rdh7,54150,tred,Experimental,High
Rel,19696,Nol3,78688,tred,Experimental,High
Rel,19696,Il12a,16159,tred,Experimental,High
Rel,19696,Il12b,16160,tred,Experimental,High
Rel,19696,Il2,16183,tred,Experimental,High
Rel,19696,Msx1,17701,tred,Experimental,High
Rel,19696,Myc,17869,tred,Experimental,High
Rel,19696,Nos2,18126,tred,Experimental,High
Rela,19697,Figf,14205,kegg,Experimental,High
Rela,19697,Afp,11576,tred,Experimental,High
Rela,19697,Akt1,11651,tred,Kegg,Experimental,High
Rela,19697,Birc3,11796,tred,kegg,string,Experimental,High
Rela,19697,Birc2,11797,kegg,string,Experimental,High
Rela,19697,Xiap,11798,kegg,Experimental,High
Rela,19697,Bcl2,12043,kegg,Experimental,High
Rela,19697,Bcl2a1a,12044,kegg,Experimental,High
Rela,19697,Bcl2a1b,12045,kegg,Experimental,High
Rela,19697,Bcl2a1c,12046,kegg,Experimental,High
Rela,19697,Bcl2a1d,12047,kegg,Experimental,High
Rela,19697,Bcl2l1,12048,kegg,Experimental,High
Rela,19697,Bik,12124,tred,Experimental,High
Rela,19697,Blk,12143,tred,Experimental,High
Rela,19697,Casp8,12370,tred,Kegg,Experimental,High
Rela,19697,Ccnd1,12443,kegg,Experimental,High
Rela,19697,Cebpb,12608,kegg,Experimental,High
Rela,19697,Cebpg,12611,kegg,Experimental,High
Rela,19697,Chat,12647,tred,Experimental,High
Rela,19697,Socs3,12702,kegg,Experimental,High
Rela,19697,F3,14066,ucsc,tred,Experimental,High
Rela,19697,Fas,14102,tred,Experimental,High
Rela,19697,Fasl,14103,tred,Experimental,High
Rela,19697,Cxcl1,14825,tred,Experimental,High
Rela,19697,Hif1a,15251,kegg,Experimental,High
Rela,19697,Cxcl10,15945,tred,Experimental,High
Rela,19697,Ifnb1,15977,tred,Experimental,High
Rela,19697,Il12a,16159,kegg,Kegg,string,Experimental,High
Rela,19697,Il12b,16160,tred,kegg,Kegg,Experimental,High
Rela,19697,Il18,16173,kegg,Experimental,High
Rela,19697,Il1a,16175,kegg,string,Experimental,High
Rela,19697,Il1b,16176,kegg,Kegg,string,Experimental,High
Rela,19697,Il2,16183,tred,string,Experimental,High
Rela,19697,Il2ra,16184,tred,Experimental,High
Rela,19697,Ebi3,50498,tred,Experimental,High
Rela,19697,Birc7,329581,kegg,Experimental,High
Rela,19697,Ep300,328572,tred,biogrid,string,Experimental,High
Rela,19697,Tnfsf15,326623,tred,Experimental,High
Rela,19697,Sh2d3c,27387,tred,Experimental,High
Rela,19697,Wt1,22431,tred,Experimental,High
Rela,19697,Vegfc,22341,kegg,Experimental,High
Rela,19697,Vegfb,22340,kegg,Experimental,High
Rela,19697,Vegfa,22339,kegg,Experimental,High
Rela,19697,Vcam1,22329,kegg,Experimental,High
Rela,19697,Traf6,22034,kegg,Kegg,string,Experimental,High
Rela,19697,Traf5,22033,kegg,Experimental,High
Rela,19697,Traf4,22032,kegg,Experimental,High
Rela,19697,Traf3,22031,kegg,Experimental,High
Rela,19697,Traf2,22030,kegg,Experimental,High
Rela,19697,Traf1,22029,kegg,Experimental,High
Rela,19697,Tnfrsf10b,21933,tred,Experimental,High
Rela,19697,Tnfaip3,21929,kegg,Experimental,High
Rela,19697,Tnf,21926,tred,kegg,Kegg,intact,string,Experimental,High
Rela,19697,Tert,21752,tred,Experimental,High
Rela,19697,Cxcl2,20310,tred,kegg,Experimental,High
Rela,19697,Ccl4,20303,kegg,Kegg,string,Experimental,High
Rela,19697,Ccl2,20296,tred,Experimental,High
Rela,19697,Relb,19698,tred,Experimental,High
Rela,19697,Rel,19696,tred,string,Experimental,High
Rela,19697,Ptgs2,19225,kegg,Experimental,High
Rela,19697,Atp12a,192113,tred,Experimental,High
Rela,19697,Ppara,19013,tred,Experimental,High
Rela,19697,Plau,18792,kegg,Experimental,High
Rela,19697,Pgf,18654,kegg,Experimental,High
Rela,19697,Pcna,18538,tred,Experimental,High
Rela,19697,Olfr54,18354,tred,Experimental,High
